,0
або,0.008014374650621797
авіатор,0.008014374650621797
адставіть,0.008014374650621797
адсттавіііть,0.008014374650621797
аж,0.008014374650621797
аксесуари,0.008014374650621797
але,0.06411499720497438
алярм,0.016028749301243594
амуром,0.008014374650621797
ані,0.016028749301243594
апатично,0.016028749301243594
аргати,0.02404312395186539
арештант,0.008014374650621797
арештанти,0.008014374650621797
арештантська,0.008014374650621797
арештантської,0.008014374650621797
арешту,0.008014374650621797
атлет,0.008014374650621797
багато,0.008014374650621797
багатьом,0.008014374650621797
багатьох,0.008014374650621797
багнетами,0.008014374650621797
багнетів,0.008014374650621797
байдуже,0.008014374650621797
байдужі,0.016028749301243594
байкал,0.016028749301243594
бахкає,0.008014374650621797
бачені,0.008014374650621797
бдітєльний,0.008014374650621797
без,0.008014374650621797
безвість,0.02404312395186539
безконечні,0.016028749301243594
безкраю,0.008014374650621797
безліч,0.008014374650621797
безмежжя,0.008014374650621797
безмежжям,0.008014374650621797
безмежна,0.008014374650621797
безмежний,0.008014374650621797
безмежній,0.008014374650621797
безнадійних,0.008014374650621797
безоглядної,0.008014374650621797
безправних,0.008014374650621797
безумний,0.008014374650621797
безумного,0.008014374650621797
бережешш,0.016028749301243594
бережешшш,0.016028749301243594
беріг,0.008014374650621797
бескиддям,0.008014374650621797
би,0.016028749301243594
бити,0.008014374650621797
благальне,0.008014374650621797
блакитних,0.008014374650621797
блакитні,0.008014374650621797
блискавичною,0.008014374650621797
блиски,0.008014374650621797
блискучих,0.008014374650621797
блокпостах,0.008014374650621797
блокпости,0.008014374650621797
блукали,0.008014374650621797
бліде,0.008014374650621797
блідих,0.008014374650621797
бо,0.008014374650621797
божевільний,0.008014374650621797
божевільним,0.008014374650621797
боках,0.016028749301243594
брали,0.008014374650621797
брате,0.02404312395186539
браток,0.008014374650621797
брудних,0.016028749301243594
брудною,0.008014374650621797
був,0.016028749301243594
буйними,0.008014374650621797
буйної,0.008014374650621797
були,0.03205749860248719
було,0.06411499720497438
бурлацька,0.008014374650621797
бурлацькеє,0.008014374650621797
бути,0.008014374650621797
буфером,0.008014374650621797
біг,0.008014374650621797
бігли,0.008014374650621797
біжать,0.02404312395186539
біжучи,0.008014374650621797
біле,0.008014374650621797
білому,0.008014374650621797
більше,0.040071873253108986
біля,0.02404312395186539
білі,0.008014374650621797
вагон,0.02404312395186539
вагона,0.09617249580746157
вагоні,0.008014374650621797
вагонів,0.02404312395186539
важка,0.008014374650621797
важко,0.016028749301243594
важливих,0.008014374650621797
вальсі,0.008014374650621797
вантаж,0.016028749301243594
варта,0.016028749301243594
варти,0.008014374650621797
вартовий,0.03205749860248719
вартовому,0.008014374650621797
вберіг,0.008014374650621797
ввижається,0.008014374650621797
ввіччю,0.008014374650621797
вдень,0.008014374650621797
вдивляється,0.008014374650621797
везе,0.008014374650621797
велетенський,0.016028749301243594
великий,0.008014374650621797
великої,0.008014374650621797
великі,0.008014374650621797
веремію,0.016028749301243594
вертався,0.008014374650621797
вже,0.05610062255435258
взагалі,0.008014374650621797
вздовж,0.016028749301243594
вибухає,0.016028749301243594
вибіг,0.008014374650621797
вибігає,0.008014374650621797
вигачують,0.008014374650621797
видертись,0.008014374650621797
видно,0.008014374650621797
визволить,0.008014374650621797
вийнято,0.008014374650621797
викидати,0.008014374650621797
викинених,0.008014374650621797
викинувся,0.008014374650621797
вилазили,0.008014374650621797
вилетів,0.02404312395186539
вилискують,0.008014374650621797
вилізли,0.008014374650621797
вилітав,0.008014374650621797
вилітає,0.008014374650621797
вимріяний,0.008014374650621797
вимучених,0.008014374650621797
випадкових,0.008014374650621797
випустив,0.008014374650621797
вириваючись,0.008014374650621797
виростали,0.008014374650621797
вирує,0.008014374650621797
вирячивши,0.008014374650621797
вирі,0.008014374650621797
виснажені,0.008014374650621797
високо,0.008014374650621797
висотані,0.016028749301243594
висотуються,0.008014374650621797
височенн,0.008014374650621797
вистрибнув,0.02404312395186539
витримали,0.008014374650621797
витрушувати,0.008014374650621797
вихаючи,0.008014374650621797
виходячи,0.008014374650621797
вихопив,0.008014374650621797
вищання,0.008014374650621797
виявлений,0.008014374650621797
вкриті,0.008014374650621797
владно,0.008014374650621797
владівосток,0.008014374650621797
власника,0.008014374650621797
вмерти,0.008014374650621797
вмирати,0.008014374650621797
вміститися,0.008014374650621797
вночі,0.016028749301243594
вогненний,0.008014374650621797
вогненним,0.04808624790373078
вогненними,0.008014374650621797
вогненноока,0.008014374650621797
вогненноокий,0.008014374650621797
вогненні,0.016028749301243594
водночас,0.008014374650621797
воду,0.008014374650621797
водяною,0.008014374650621797
волелюбної,0.008014374650621797
волю,0.008014374650621797
волі,0.016028749301243594
вона,0.008014374650621797
вони,0.08815812115683977
ворог,0.008014374650621797
восемь,0.008014374650621797
вперед,0.016028749301243594
враз,0.008014374650621797
вривався,0.008014374650621797
врозтіч,0.008014374650621797
врятує,0.008014374650621797
все,0.11220124510870516
встали,0.008014374650621797
встать,0.008014374650621797
всі,0.07212937185559617
всій,0.016028749301243594
всіх,0.02404312395186539
втеча,0.008014374650621797
втечею,0.008014374650621797
втечу,0.008014374650621797
втискались,0.008014374650621797
втраченої,0.008014374650621797
втік,0.008014374650621797
вуст,0.008014374650621797
вщерть,0.008014374650621797
вівці,0.008014374650621797
від,0.10418687045808336
віддираючи,0.008014374650621797
відкритими,0.008014374650621797
відокремили,0.008014374650621797
відомого,0.008014374650621797
відплатить,0.008014374650621797
відпливаючи,0.008014374650621797
відповідав,0.016028749301243594
відповідає,0.008014374650621797
відсапуючись,0.008014374650621797
відсапується,0.008014374650621797
відсахуються,0.008014374650621797
відтворений,0.008014374650621797
відчуваючи,0.008014374650621797
віз,0.008014374650621797
вікнами,0.008014374650621797
вікнах,0.008014374650621797
він,0.19234499161492313
вітер,0.008014374650621797
вітчизна,0.008014374650621797
вітчизни,0.02404312395186539
віщував,0.008014374650621797
віяла,0.008014374650621797
галявині,0.008014374650621797
гармати,0.008014374650621797
гатить,0.008014374650621797
гейби,0.016028749301243594
генген,0.016028749301243594
генерал,0.008014374650621797
герметично,0.008014374650621797
геть,0.03205749860248719
гетьмана,0.008014374650621797
глибини,0.016028749301243594
глибокий,0.008014374650621797
глузливо,0.008014374650621797
глухо,0.008014374650621797
глуху,0.008014374650621797
глухіший,0.008014374650621797
гнав,0.016028749301243594
гнався,0.008014374650621797
гнали,0.008014374650621797
гниючиї,0.008014374650621797
гнівом,0.008014374650621797
гніву,0.016028749301243594
говорив,0.008014374650621797
голова,0.008014374650621797
голови,0.016028749301243594
голову,0.02404312395186539
голос,0.040071873253108986
голоси,0.016028749301243594
голосу,0.02404312395186539
голівонька,0.016028749301243594
гону,0.008014374650621797
горах,0.008014374650621797
гордого,0.016028749301243594
гордості,0.008014374650621797
гордої,0.008014374650621797
горло,0.008014374650621797
грати,0.008014374650621797
гребенястих,0.008014374650621797
григорій,0.03205749860248719
гримнув,0.008014374650621797
громохкого,0.008014374650621797
грона,0.016028749301243594
гроно,0.016028749301243594
грохоті,0.008014374650621797
груди,0.016028749301243594
грудях,0.008014374650621797
грюкотом,0.008014374650621797
грюкотять,0.008014374650621797
грюкоті,0.008014374650621797
грюкіт,0.016028749301243594
грізний,0.008014374650621797
губиться,0.008014374650621797
гуде,0.016028749301243594
гукає,0.008014374650621797
гулом,0.008014374650621797
гєройства,0.016028749301243594
гігантську,0.008014374650621797
гідність,0.008014374650621797
гір,0.04808624790373078
гірські,0.008014374650621797
давно,0.008014374650621797
далайлами,0.008014374650621797
далеко,0.016028749301243594
далі,0.03205749860248719
дахах,0.016028749301243594
два,0.016028749301243594
двадцять,0.016028749301243594
двоокий,0.008014374650621797
дві,0.04808624790373078
двічі,0.008014374650621797
де,0.06411499720497438
дев,0.008014374650621797
девізами,0.008014374650621797
дем,0.008014374650621797
демон,0.008014374650621797
дерева,0.008014374650621797
державного,0.008014374650621797
державною,0.008014374650621797
державу,0.008014374650621797
дерзко,0.008014374650621797
десь,0.12822999440994876
десятки,0.008014374650621797
