,0
аби,0.006506551328800735
або,0.006506551328800735
авжеж,0.01301310265760147
адже,0.02602620531520294
аж,0.05205241063040588
але,0.045545859301605145
ат,0.006506551328800735
баби,0.01301310265760147
бабниці,0.006506551328800735
базікали,0.006506551328800735
балакати,0.01301310265760147
баньки,0.006506551328800735
батька,0.01301310265760147
батько,0.045545859301605145
батькові,0.019519653986402204
батьківськими,0.006506551328800735
бач,0.01301310265760147
бачив,0.01301310265760147
бачиш,0.006506551328800735
бачу,0.006506551328800735
без,0.01301310265760147
бери,0.019519653986402204
би,0.01301310265760147
бий,0.006506551328800735
близьку,0.006506551328800735
блиснув,0.006506551328800735
блищав,0.006506551328800735
блищало,0.006506551328800735
блищать,0.01301310265760147
бліде,0.01301310265760147
блідим,0.006506551328800735
блідого,0.006506551328800735
блідуватим,0.006506551328800735
бо,0.02602620531520294
бог,0.01301310265760147
бога,0.006506551328800735
богомольний,0.01301310265760147
богуслав,0.006506551328800735
богуслава,0.006506551328800735
богуславі,0.01301310265760147
бодня,0.006506551328800735
боки,0.006506551328800735
болить,0.01301310265760147
борони,0.006506551328800735
борщ,0.006506551328800735
брали,0.006506551328800735
братові,0.006506551328800735
брехали,0.006506551328800735
брешеш,0.006506551328800735
брешуть,0.006506551328800735
бриклива,0.01301310265760147
брикне,0.006506551328800735
брова,0.006506551328800735
брови,0.01301310265760147
брові,0.006506551328800735
брязнув,0.006506551328800735
бублика,0.006506551328800735
був,0.03903930797280441
буде,0.01301310265760147
будете,0.006506551328800735
будеш,0.019519653986402204
буду,0.01301310265760147
будь,0.006506551328800735
була,0.045545859301605145
були,0.03253275664400367
було,0.05855896195920662
бік,0.006506551328800735
біла,0.006506551328800735
білих,0.006506551328800735
більше,0.01301310265760147
білій,0.006506551328800735
біліли,0.006506551328800735
біліють,0.006506551328800735
бісового,0.006506551328800735
бісовому,0.006506551328800735
важке,0.006506551328800735
важкий,0.006506551328800735
важкого,0.006506551328800735
вам,0.01301310265760147
варта,0.006506551328800735
вас,0.006506551328800735
ввесь,0.006506551328800735
вглядів,0.006506551328800735
вдаривши,0.006506551328800735
вдарили,0.006506551328800735
вдержати,0.006506551328800735
вдержиш,0.006506551328800735
вербами,0.01301310265760147
вередливий,0.006506551328800735
верзете,0.01301310265760147
вернув,0.006506551328800735
вертаючись,0.006506551328800735
верх,0.01301310265760147
веселий,0.006506551328800735
веселому,0.006506551328800735
веселі,0.006506551328800735
весіллю,0.006506551328800735
весілля,0.006506551328800735
вечерню,0.01301310265760147
вечірній,0.01301310265760147
вже,0.1301310265760147
взяв,0.006506551328800735
взяла,0.006506551328800735
взяли,0.006506551328800735
взяти,0.006506551328800735
ви,0.03903930797280441
вибирать,0.006506551328800735
вибіг,0.01301310265760147
виглядаючи,0.006506551328800735
вигляне,0.006506551328800735
видно,0.006506551328800735
виду,0.01301310265760147
вийшла,0.006506551328800735
вийшовши,0.006506551328800735
викрутаси,0.006506551328800735
випиваючи,0.006506551328800735
випивши,0.01301310265760147
випити,0.006506551328800735
виробляє,0.006506551328800735
висока,0.006506551328800735
високих,0.006506551328800735
високому,0.006506551328800735
високої,0.006506551328800735
високі,0.006506551328800735
витрішкуваті,0.006506551328800735
витріщив,0.006506551328800735
виходила,0.006506551328800735
вишня,0.006506551328800735
вкрите,0.006506551328800735
вкритими,0.006506551328800735
вкриту,0.006506551328800735
вліз,0.01301310265760147
вмре,0.006506551328800735
вміла,0.006506551328800735
вниз,0.006506551328800735
вовни,0.006506551328800735
вогкістю,0.006506551328800735
вогнем,0.006506551328800735
вогонь,0.006506551328800735
вода,0.019519653986402204
води,0.01301310265760147
водою,0.006506551328800735
воду,0.006506551328800735
водяних,0.006506551328800735
воді,0.019519653986402204
воза,0.01301310265760147
возвіз,0.006506551328800735
вози,0.03903930797280441
возитиму,0.006506551328800735
возиш,0.006506551328800735
возовиця,0.01301310265760147
вола,0.006506551328800735
володав,0.006506551328800735
волосся,0.006506551328800735
волоцюго,0.006506551328800735
волочився,0.006506551328800735
волів,0.006506551328800735
вона,0.05205241063040588
воно,0.006506551328800735
ворота,0.01301310265760147
воротях,0.006506551328800735
впавши,0.006506551328800735
